16-12-53 	-1537
16-12-54 	1028
16-12-55 	1
16-12-56 	1
16-12-57 	1
16-12-58 	1
16-12-59 	1
16-13-00 	1
16-13-01 	1
16-13-02 	1
16-13-04 	1
16-13-05 	1
16-13-05 	1
16-13-06 	1
16-13-07 	1
16-13-08 	1
16-13-09 	1
16-13-10 	1
16-13-11 	1
16-13-12 	1
16-13-13 	1
16-13-14 	1
16-13-15 	1
16-13-16 	1
16-13-17 	1
16-13-18 	1
16-13-20 	1
16-13-21 	1
16-13-22 	1
16-13-23 	1
16-13-23 	1
16-13-24 	1
16-13-25 	1
16-13-26 	1
16-13-28 	1
16-13-29 	1
16-13-30 	1
16-13-31 	1
16-13-32 	1
16-13-33 	1
16-13-34 	1
16-13-35 	1
16-13-35 	1
16-13-36 	1
16-13-38 	1
16-13-39 	1
16-13-40 	1
16-13-41 	1
16-13-42 	1
16-13-43 	1
16-13-44 	1
16-13-45 	1
16-13-46 	1
16-13-47 	1
16-13-48 	1
16-13-49 	1
16-13-50 	1
16-13-51 	1
16-13-52 	1
16-13-53 	1
16-13-55 	1
16-13-56 	1
16-13-56 	1
16-13-57 	1
16-13-58 	1
16-13-59 	1
16-14-00 	1
16-14-01 	1
16-14-02 	1
16-14-03 	1
16-14-04 	1
16-14-05 	1
16-14-06 	1
16-14-07 	1
16-14-08 	1
16-14-09 	1
16-14-11 	1
16-14-12 	1
16-14-12 	1
16-14-13 	1
16-14-14 	1
16-14-15 	1
16-14-17 	1
16-14-18 	1
16-14-18 	1
16-14-19 	1
16-14-20 	1
16-14-21 	1
16-14-22 	1
16-14-23 	1
16-14-24 	1
16-14-25 	1
16-14-27 	1
16-14-28 	1
16-14-28 	1
16-14-29 	1
16-14-30 	1
16-14-31 	1
16-14-32 	1
16-14-33 	1
16-14-35 	1
16-14-36 	1
16-14-37 	1
16-14-38 	1
16-14-38 	1
16-14-39 	1
16-14-40 	1
16-14-41 	1
16-14-42 	1
16-14-43 	1
16-14-44 	1
16-14-45 	1
16-14-46 	1
16-14-47 	1
16-14-48 	1
16-14-49 	1
16-14-50 	1
16-14-51 	1
16-14-52 	1
16-14-53 	1
16-14-54 	1
16-14-55 	1
16-14-56 	1
16-14-57 	1
16-14-58 	1
16-14-59 	1
16-15-01 	1
16-15-02 	1
16-15-02 	1
16-15-03 	1
16-15-04 	1
16-15-05 	1
16-15-06 	1
16-15-07 	1
16-15-08 	1
16-15-09 	1
16-15-11 	1
16-15-12 	1
16-15-12 	1
16-15-13 	1
16-15-14 	1
16-15-15 	1
16-15-16 	1
16-15-17 	1
16-15-19 	1
16-15-20 	1
16-15-21 	1
16-15-22 	1
16-15-23 	1
16-15-24 	1
16-15-24 	1
16-15-25 	1
16-15-27 	1
16-15-28 	1
16-15-28 	1
16-15-29 	1
16-15-30 	1
16-15-31 	1
16-15-32 	1
16-15-33 	1
16-15-34 	1
16-15-35 	1
16-15-36 	1
16-15-37 	1
16-15-38 	1
16-15-39 	1
16-15-40 	1
16-15-41 	1
16-15-43 	1
16-15-44 	1
16-15-45 	1
16-15-46 	1
16-15-46 	1
16-15-47 	1
16-15-48 	1
16-15-49 	1
16-15-51 	1
16-15-52 	1
16-15-52 	1
16-15-53 	1
16-15-54 	1
16-15-55 	1
16-15-56 	1
16-15-57 	1
16-15-59 	1
16-16-00 	1
16-16-00 	1
16-16-01 	1
16-16-02 	1
16-16-03 	1
16-16-04 	1
16-16-05 	1
16-16-06 	1
16-16-07 	1
16-16-08 	1
16-16-09 	1
16-16-10 	1
16-16-11 	1
16-16-12 	1
16-16-13 	1
16-16-14 	1
16-16-15 	1
16-16-16 	1
16-16-17 	1
16-16-18 	1
16-16-19 	1
16-16-21 	1
16-16-22 	1
16-16-22 	1
16-16-23 	1
16-16-24 	1
16-16-25 	1
16-16-26 	1
16-16-27 	1
16-16-28 	1
16-16-29 	1
16-16-30 	1
16-16-31 	1
16-16-32 	1
16-16-33 	1
16-16-34 	1
16-16-35 	1
16-16-36 	1
16-16-37 	1
16-16-38 	1
16-16-39 	1
16-16-40 	1
16-16-41 	1
16-16-42 	1
16-16-43 	1
16-16-44 	1
16-16-45 	1
16-16-46 	1
16-16-47 	1
16-16-48 	1
16-16-49 	1
16-16-51 	1
16-16-52 	1
16-16-52 	1
16-16-53 	1
16-16-54 	1
16-16-55 	1
16-16-56 	1
16-16-57 	1
16-16-58 	1
16-16-59 	1
16-17-00 	1
16-17-01 	1
16-17-03 	1
16-17-04 	1
16-17-04 	1
16-17-05 	1
16-17-06 	1
16-17-07 	1
16-17-08 	1
16-17-09 	1
16-17-10 	1
16-17-11 	1
16-17-13 	1
16-17-14 	1
16-17-15 	1
16-17-16 	1
16-17-16 	1
16-17-17 	1
16-17-18 	1
16-17-19 	1
16-17-21 	1
16-17-22 	1
16-17-22 	1
16-17-23 	1
16-17-24 	1
16-17-25 	1
16-17-26 	1
16-17-27 	1
16-17-29 	1
16-17-30 	1
16-17-30 	1
16-17-31 	1
16-17-32 	1
16-17-33 	1
16-17-34 	1
16-17-35 	1
16-17-37 	1
16-17-38 	1
